categoria,estacao,preco,desconto,tendencia,margem,historico_vendas,unidades
Calças,Outono,36.49,0,1,0.28,77,70
T-shirt,Outono,144.19,0,0,0.29,37,25
Sweater,Outono,87.53,0,1,0.55,41,63
Calças,Primavera,113.22,30,0,0.41,44,42
Casaco,Primavera,110.08,10,1,0.32,29,29
Saia,Verão,73.08,10,0,0.53,88,82
Calças,Outono,29.3,50,0,0.45,65,78
Vestido,Primavera,83.71,0,0,0.52,52,73
Calças,Outono,84.7,0,0,0.6,50,45
Saia,Verão,128.95,20,0,0.39,60,72
Calças,Primavera,36.09,0,0,0.53,42,45
Sweater,Inverno,140.02,20,0,0.44,80,76
T-shirt,Inverno,67.01,0,0,0.27,16,16
Casaco,Primavera,133.49,0,1,0.49,24,21
Vestido,Primavera,126.88,10,0,0.4,55,54
Casaco,Verão,32.64,0,0,0.35,4,13
T-shirt,Inverno,60.84,0,0,0.53,22,20
T-shirt,Primavera,107.04,0,0,0.33,71,51
Casaco,Verão,140.91,0,0,0.4,7,8
Sweater,Inverno,34.8,0,1,0.45,56,85
T-shirt,Primavera,11.93,10,0,0.33,49,68
Sweater,Verão,106.37,50,0,0.49,17,13
Saia,Inverno,122.18,20,0,0.49,23,17
Saia,Outono,138.22,20,0,0.54,25,22
Saia,Verão,33.61,0,0,0.46,81,59
Vestido,Primavera,12.09,20,1,0.3,56,86
Vestido,Outono,81.59,0,0,0.54,27,36
Sweater,Inverno,114.89,0,1,0.52,73,78
T-shirt,Inverno,27.71,10,1,0.47,17,32
Vestido,Verão,111.37,10,0,0.52,90,74
Vestido,Outono,81.06,0,0,0.22,35,10
Calças,Verão,49.79,30,0,0.51,54,47
Saia,Inverno,79.13,10,0,0.4,13,11
Saia,Primavera,55.85,10,0,0.55,53,60
T-shirt,Inverno,32.81,0,0,0.39,14,18
Vestido,Verão,63.76,10,0,0.38,85,83
Saia,Primavera,45.18,0,0,0.55,69,53
T-shirt,Primavera,133.91,0,0,0.38,38,40
Saia,Primavera,31.32,0,0,0.59,53,43
Casaco,Outono,36.79,0,0,0.26,56,62
Calças,Inverno,137.78,10,0,0.35,52,40
Casaco,Outono,70.89,10,0,0.36,42,53
Calças,Primavera,26.72,0,0,0.31,35,48
Casaco,Primavera,67.34,0,0,0.51,18,13
Saia,Outono,116.58,20,1,0.23,14,32
T-shirt,Verão,32.44,10,0,0.4,88,90
Calças,Verão,133.98,20,0,0.2,52,42
Saia,Inverno,107.19,0,1,0.35,4,3
Calças,Outono,61.56,20,0,0.47,63,57
Sweater,Outono,88.73,0,0,0.3,76,55
T-shirt,Inverno,22.11,20,1,0.61,26,32
Vestido,Verão,88.6,10,0,0.58,84,74
Vestido,Outono,119.15,30,0,0.43,14,29
Vestido,Inverno,47.7,10,1,0.33,21,19
Saia,Verão,41.25,0,0,0.56,83,66
Vestido,Inverno,36.84,30,0,0.53,16,17
Casaco,Primavera,60.42,0,0,0.64,14,9
Saia,Verão,77.69,20,1,0.25,72,95
Sweater,Inverno,77.53,20,0,0.44,88,79
Saia,Inverno,75.9,50,0,0.2,23,23
T-shirt,Inverno,89.56,0,0,0.29,18,13
T-shirt,Primavera,107.43,10,0,0.63,75,47
T-shirt,Inverno,23.44,10,0,0.38,18,19
Casaco,Primavera,15.98,10,1,0.29,12,31
Sweater,Verão,105.88,10,0,0.48,1,1
Casaco,Verão,87.44,0,0,0.41,1,6
Saia,Outono,79.95,20,0,0.51,31,24
Saia,Inverno,145.02,0,0,0.41,5,11
T-shirt,Verão,90.54,0,0,0.42,89,75
Saia,Outono,21.48,10,1,0.25,8,22
Sweater,Inverno,91.99,10,0,0.34,65,62
Calças,Primavera,104.57,0,0,0.4,27,40
Calças,Outono,137.54,0,0,0.57,43,45
Calças,Outono,105.99,30,0,0.4,60,56
Sweater,Inverno,88.01,10,1,0.4,83,90
Sweater,Inverno,93.49,10,1,0.33,76,88
Casaco,Primavera,114.58,10,0,0.45,19,27
Saia,Inverno,147.91,0,0,0.4,2,9
Sweater,Verão,60.24,20,0,0.38,1,14
Casaco,Verão,46.57,0,1,0.51,14,1
Vestido,Primavera,42.52,0,0,0.38,68,74
Saia,Primavera,119.97,0,0,0.47,51,48
Saia,Verão,91.63,0,0,0.29,64,49
Casaco,Verão,26.47,10,0,0.61,18,17
T-shirt,Primavera,21.86,20,0,0.4,62,69
Calças,Inverno,61.29,10,0,0.63,52,50
Calças,Outono,84.16,50,1,0.46,60,85
T-shirt,Inverno,114.26,0,0,0.61,16,14
Calças,Outono,18.71,0,0,0.34,62,56
Vestido,Inverno,24.34,20,0,0.24,6,10
Vestido,Verão,136.3,0,0,0.46,96,65
Casaco,Inverno,46.69,30,1,0.32,96,110
Calças,Verão,44.61,20,1,0.36,34,48
Vestido,Outono,125.21,10,0,0.33,1,13
Vestido,Outono,94.55,10,0,0.65,31,35
Saia,Outono,83.09,0,0,0.61,22,18
Saia,Inverno,97.34,20,0,0.57,13,13
Vestido,Inverno,12.82,0,0,0.4,29,15
Casaco,Verão,57.54,30,0,0.56,9,15
Casaco,Primavera,22.53,10,1,0.59,11,11
Sweater,Inverno,112.2,0,0,0.5,76,59
Saia,Primavera,68.03,0,0,0.34,52,52
Sweater,Verão,13.74,30,0,0.63,7,9
Sweater,Inverno,13.75,0,0,0.5,78,62
T-shirt,Outono,115.8,20,0,0.47,39,38
Sweater,Verão,23.93,10,1,0.34,6,15
Saia,Outono,117.21,10,0,0.53,26,19
Casaco,Inverno,103.65,10,0,0.54,89,80
Saia,Inverno,99.55,10,0,0.39,24,9
Saia,Outono,79.07,0,0,0.55,24,34
Saia,Outono,121.46,0,0,0.29,13,51
Casaco,Inverno,114.27,20,0,0.48,98,71
T-shirt,Primavera,37.01,30,0,0.34,46,71
Sweater,Primavera,126.0,20,0,0.62,40,25
Sweater,Inverno,92.31,0,0,0.24,70,67
Casaco,Inverno,87.8,10,0,0.51,70,65
Saia,Outono,16.98,20,0,0.23,13,23
Saia,Inverno,149.89,20,0,0.58,1,12
Calças,Primavera,135.0,10,0,0.37,61,47
Vestido,Verão,109.77,30,1,0.33,96,97
Vestido,Verão,65.49,10,0,0.47,99,83
Calças,Verão,92.48,10,0,0.3,34,46
Saia,Outono,134.34,0,1,0.34,27,25
Saia,Outono,84.21,0,0,0.3,27,26
Calças,Primavera,147.89,30,0,0.44,63,64
T-shirt,Primavera,42.91,30,0,0.47,42,56
Calças,Inverno,118.96,0,0,0.46,51,46
Casaco,Primavera,19.8,10,1,0.53,22,29
Vestido,Verão,12.0,0,1,0.58,85,94
Sweater,Outono,119.08,10,0,0.44,49,60
T-shirt,Inverno,63.43,20,0,0.4,23,38
Calças,Verão,93.14,30,0,0.6,44,33
Saia,Verão,42.22,20,0,0.27,70,72
Vestido,Outono,76.19,0,0,0.56,42,34
T-shirt,Primavera,23.87,30,1,0.51,54,80
T-shirt,Primavera,137.82,10,0,0.32,47,53
Casaco,Inverno,135.65,10,0,0.65,79,70
Calças,Primavera,80.43,0,0,0.36,54,50
T-shirt,Outono,96.3,10,0,0.51,40,29
Casaco,Primavera,50.7,0,0,0.6,19,31
Calças,Primavera,57.68,20,0,0.45,45,49
Calças,Primavera,35.01,0,0,0.62,59,42
Saia,Inverno,46.96,30,0,0.47,7,1
Saia,Verão,119.43,0,1,0.62,55,69
Sweater,Outono,68.27,20,0,0.39,68,66
T-shirt,Verão,125.03,10,0,0.33,74,85
Sweater,Outono,90.49,30,0,0.35,49,64
Sweater,Inverno,71.06,0,0,0.58,74,71
T-shirt,Outono,109.3,10,0,0.61,36,45
Sweater,Primavera,111.3,10,0,0.48,19,25
Casaco,Verão,123.18,10,0,0.62,5,8
Calças,Inverno,131.07,0,0,0.35,42,54
Casaco,Inverno,53.17,10,0,0.35,73,84
T-shirt,Primavera,22.76,0,0,0.61,71,57
Vestido,Outono,131.01,20,0,0.34,23,37
Calças,Primavera,133.41,30,0,0.53,48,56
Casaco,Primavera,128.14,30,0,0.58,31,24
Calças,Outono,58.15,20,0,0.59,51,61
Casaco,Inverno,119.21,30,1,0.58,89,107
Casaco,Primavera,73.35,30,0,0.63,14,16
Calças,Primavera,38.86,0,0,0.5,69,56
T-shirt,Verão,32.65,20,1,0.48,75,119
Sweater,Outono,103.25,30,0,0.33,43,58
Casaco,Verão,35.01,0,0,0.41,15,12
Saia,Outono,145.06,0,0,0.55,29,25
Calças,Outono,16.28,10,0,0.55,48,56
T-shirt,Outono,29.56,0,0,0.56,55,42
T-shirt,Primavera,60.67,0,1,0.27,49,70
T-shirt,Inverno,74.36,10,0,0.64,10,27
Sweater,Inverno,116.74,0,1,0.23,69,87
Vestido,Inverno,33.35,20,0,0.51,4,10
Sweater,Inverno,32.63,10,1,0.5,60,88
Sweater,Inverno,32.28,20,0,0.62,86,83
T-shirt,Primavera,55.0,0,0,0.57,41,46
Calças,Verão,140.67,0,0,0.61,33,32
Vestido,Outono,80.46,20,0,0.32,36,33
Saia,Outono,18.11,30,0,0.39,38,25
Sweater,Verão,68.38,20,1,0.55,14,17
T-shirt,Primavera,85.33,0,0,0.63,69,57
Saia,Inverno,20.35,20,0,0.28,5,11
T-shirt,Primavera,64.73,0,0,0.46,61,54
Saia,Inverno,91.49,20,0,0.27,16,17
Casaco,Inverno,97.78,30,0,0.45,90,85
T-shirt,Outono,66.97,30,1,0.64,56,40
T-shirt,Outono,87.23,0,0,0.43,28,35
Saia,Outono,122.65,10,1,0.35,33,34
Calças,Primavera,147.86,10,1,0.43,37,52
Casaco,Verão,73.36,0,0,0.3,23,14
Vestido,Primavera,136.18,10,0,0.2,90,69
Saia,Inverno,59.37,0,0,0.22,15,7
Calças,Inverno,72.61,0,0,0.65,48,55
Vestido,Outono,55.7,0,0,0.64,22,25
Saia,Inverno,141.2,30,0,0.28,4,12
Vestido,Outono,119.31,0,1,0.22,19,40
T-shirt,Inverno,78.61,0,1,0.5,13,19
Calças,Verão,85.36,0,1,0.49,38,51
Casaco,Verão,10.39,0,0,0.51,7,1
Calças,Inverno,17.56,30,0,0.48,45,63
Vestido,Outono,108.19,0,0,0.35,32,38
Calças,Inverno,132.84,0,1,0.63,57,56
T-shirt,Inverno,46.35,10,0,0.64,26,5
T-shirt,Inverno,133.51,20,0,0.4,34,22
Casaco,Verão,19.72,10,0,0.35,15,9
Casaco,Primavera,42.11,10,1,0.23,16,31
Sweater,Inverno,12.1,0,0,0.21,69,72
Calças,Outono,134.24,10,1,0.2,50,61
Sweater,Primavera,96.54,0,0,0.28,18,21
Calças,Outono,115.01,10,0,0.4,62,50
Sweater,Inverno,100.73,0,0,0.38,79,59
Saia,Primavera,91.79,10,1,0.21,35,62
Saia,Inverno,124.15,20,1,0.5,6,7
T-shirt,Outono,146.55,50,1,0.48,39,60
Casaco,Outono,129.66,0,1,0.43,77,55
Sweater,Inverno,23.28,30,0,0.64,74,84
Vestido,Primavera,50.06,0,1,0.56,59,79
Sweater,Verão,125.53,10,0,0.42,10,6
Calças,Primavera,58.35,10,1,0.37,51,65
Saia,Primavera,19.86,30,0,0.35,55,68
T-shirt,Verão,109.46,0,0,0.42,79,70
Vestido,Primavera,106.58,0,1,0.3,45,71
T-shirt,Primavera,148.92,10,0,0.59,44,50
Sweater,Verão,30.31,30,1,0.21,16,22
Saia,Inverno,90.17,10,1,0.3,2,22
Saia,Primavera,54.22,10,0,0.31,41,53
Calças,Primavera,44.36,20,0,0.4,56,60
T-shirt,Primavera,56.15,0,1,0.59,67,75
Calças,Inverno,38.01,10,1,0.2,56,62
Casaco,Verão,106.15,0,0,0.46,11,2
Casaco,Primavera,32.66,10,1,0.21,19,18
Vestido,Primavera,49.45,10,0,0.31,75,75
Calças,Outono,57.4,20,0,0.53,67,57
Vestido,Verão,108.25,0,1,0.48,88,104
Vestido,Primavera,65.09,20,1,0.32,79,97
Saia,Inverno,41.33,10,0,0.52,13,8
T-shirt,Outono,63.68,0,0,0.35,42,40
Calças,Primavera,58.67,10,1,0.34,65,64
Casaco,Primavera,109.17,10,1,0.31,16,37
Saia,Verão,130.68,20,0,0.64,84,69
Sweater,Outono,29.46,10,0,0.5,50,54
Saia,Primavera,33.87,0,0,0.54,65,44
Saia,Inverno,140.68,0,0,0.29,31,1
Casaco,Verão,123.46,0,0,0.47,12,1
Calças,Verão,47.2,0,1,0.6,59,37
Calças,Verão,34.2,20,1,0.55,32,48
T-shirt,Inverno,35.11,30,0,0.46,12,22
T-shirt,Outono,34.16,20,1,0.27,65,56
Vestido,Primavera,80.69,0,1,0.46,66,86
Sweater,Outono,92.66,20,0,0.45,59,58
Calças,Outono,109.64,10,1,0.33,62,74
Vestido,Outono,45.98,50,0,0.35,19,45
Sweater,Outono,68.01,10,0,0.43,72,62
Vestido,Primavera,121.96,0,0,0.63,91,59
Calças,Outono,95.49,10,1,0.3,41,71
Casaco,Outono,54.08,0,1,0.51,63,64
Casaco,Inverno,42.57,20,0,0.5,75,86
Saia,Verão,87.31,10,0,0.49,70,67
Casaco,Verão,141.27,0,0,0.27,5,6
Calças,Outono,12.61,10,0,0.35,63,55
Casaco,Outono,130.76,0,1,0.41,53,55
Calças,Outono,25.33,20,0,0.59,64,51
Vestido,Primavera,76.53,0,0,0.25,94,67
Vestido,Verão,12.01,20,1,0.44,95,109
Saia,Primavera,146.17,30,1,0.62,48,73
T-shirt,Verão,113.1,0,0,0.21,113,76
Saia,Primavera,20.1,0,0,0.63,48,56
Vestido,Verão,131.43,10,1,0.46,101,98
Calças,Inverno,33.34,10,1,0.56,57,56
Calças,Outono,42.57,0,0,0.29,50,48
Sweater,Outono,40.84,10,0,0.62,53,62
Saia,Primavera,44.59,0,1,0.3,72,62
Vestido,Inverno,145.08,10,0,0.34,1,10
Saia,Verão,110.48,30,1,0.48,50,93
Casaco,Verão,119.11,20,1,0.53,13,11
Saia,Primavera,136.69,0,0,0.57,36,46
Casaco,Primavera,121.97,0,1,0.29,11,23
T-shirt,Verão,37.79,0,0,0.24,91,94
Casaco,Verão,78.64,10,1,0.36,11,12
Vestido,Inverno,41.39,10,1,0.59,14,24
Calças,Outono,104.52,10,0,0.46,38,46
Casaco,Primavera,55.06,30,0,0.54,8,19
Vestido,Verão,96.44,10,0,0.41,96,83
Vestido,Outono,95.35,10,0,0.46,25,32
T-shirt,Verão,88.76,0,0,0.48,87,79
Casaco,Inverno,17.91,10,0,0.49,92,84
Calças,Inverno,127.26,10,1,0.34,50,60
Calças,Primavera,130.61,20,0,0.36,38,46
Vestido,Primavera,116.22,20,0,0.25,92,79
Vestido,Primavera,112.77,0,0,0.23,39,62
Saia,Primavera,147.76,20,0,0.63,63,48
Casaco,Inverno,40.63,20,0,0.42,56,77
Saia,Primavera,117.33,0,1,0.62,54,49
Vestido,Inverno,94.65,20,0,0.36,17,9
Casaco,Outono,18.52,20,1,0.5,37,64
T-shirt,Inverno,26.19,20,0,0.65,16,9
Calças,Primavera,82.42,30,0,0.59,46,51
Casaco,Inverno,136.18,0,0,0.59,100,63
Saia,Inverno,119.49,0,0,0.42,32,19
Saia,Primavera,105.23,10,1,0.33,59,56
Sweater,Verão,117.26,0,0,0.22,12,17
Sweater,Inverno,106.72,0,0,0.4,88,71
T-shirt,Inverno,99.08,20,0,0.41,11,25
Sweater,Verão,35.2,0,1,0.31,14,13
T-shirt,Primavera,16.13,20,0,0.41,56,74
T-shirt,Outono,40.31,10,0,0.35,40,45
T-shirt,Outono,83.99,10,0,0.52,35,42
Vestido,Verão,68.64,20,0,0.32,100,100
Sweater,Verão,139.78,20,0,0.47,15,9
T-shirt,Outono,125.94,30,0,0.57,30,49
Calças,Primavera,100.55,10,0,0.53,55,48
Casaco,Verão,53.46,10,0,0.65,23,5
Sweater,Outono,17.21,0,0,0.48,49,65
Vestido,Primavera,41.11,0,1,0.52,77,83
Casaco,Outono,46.41,30,0,0.25,47,70
Vestido,Inverno,48.94,0,0,0.3,13,18
Saia,Inverno,61.1,10,0,0.51,7,16
Vestido,Verão,99.27,50,0,0.65,127,106
T-shirt,Inverno,53.7,50,0,0.28,20,23
T-shirt,Inverno,102.44,20,0,0.22,16,15
Saia,Outono,130.43,10,0,0.49,16,12
T-shirt,Primavera,92.08,0,1,0.22,77,68
T-shirt,Primavera,115.0,10,0,0.56,60,51
Vestido,Outono,16.84,30,0,0.33,43,43
Saia,Primavera,41.71,10,0,0.38,44,48
Sweater,Primavera,61.78,0,0,0.37,26,22
Vestido,Verão,103.63,10,0,0.51,87,76
Sweater,Verão,102.32,50,0,0.54,9,16
T-shirt,Primavera,29.94,0,1,0.25,40,82
Vestido,Outono,71.7,20,1,0.42,31,25
Vestido,Primavera,78.9,0,0,0.63,76,67
Casaco,Outono,127.4,0,0,0.4,61,46
Calças,Primavera,119.61,20,1,0.4,49,65
Casaco,Outono,56.52,0,0,0.49,88,44
T-shirt,Outono,116.63,10,1,0.39,20,49
T-shirt,Primavera,127.49,10,1,0.41,66,68
Saia,Inverno,19.97,10,1,0.64,13,17
Casaco,Inverno,102.2,10,0,0.54,61,67
Sweater,Verão,74.22,10,0,0.27,1,6
Casaco,Primavera,110.55,0,1,0.58,20,15
Sweater,Verão,37.8,0,1,0.35,16,11
T-shirt,Verão,134.92,10,0,0.35,71,93
T-shirt,Outono,78.83,10,0,0.56,43,35
Calças,Primavera,120.06,30,1,0.31,46,55
Vestido,Outono,54.21,30,1,0.47,37,54
Casaco,Inverno,72.87,30,1,0.42,68,118
Sweater,Verão,143.59,20,1,0.24,8,15
Saia,Outono,28.47,30,0,0.36,20,36
Vestido,Outono,11.44,20,1,0.39,36,27
T-shirt,Verão,94.21,20,0,0.48,103,103
Calças,Outono,144.95,10,0,0.25,44,44
Calças,Primavera,137.8,10,0,0.56,37,35
Calças,Inverno,77.9,0,1,0.35,55,62
T-shirt,Outono,109.51,30,0,0.62,29,49
Saia,Inverno,21.12,0,0,0.3,1,1
T-shirt,Verão,131.63,10,0,0.43,101,79
Casaco,Outono,143.56,10,1,0.34,56,51
Casaco,Primavera,139.69,0,0,0.52,13,8
Casaco,Primavera,73.05,20,0,0.6,19,9
Vestido,Outono,35.64,30,0,0.49,40,32
Calças,Primavera,87.51,0,1,0.52,57,64
T-shirt,Outono,69.33,0,1,0.46,27,44
T-shirt,Verão,84.8,50,1,0.24,87,144
T-shirt,Inverno,102.75,0,1,0.6,30,19
T-shirt,Verão,45.41,10,1,0.56,86,107
Sweater,Inverno,89.48,20,0,0.54,88,77
Vestido,Verão,138.09,20,1,0.35,83,109
Sweater,Outono,56.1,0,0,0.48,49,59
T-shirt,Outono,70.55,10,0,0.43,55,35
Saia,Verão,101.34,0,0,0.64,68,70
Sweater,Primavera,96.12,10,0,0.61,27,17
T-shirt,Primavera,147.21,50,1,0.27,70,96
Sweater,Primavera,74.39,20,0,0.21,10,23
Saia,Inverno,131.7,0,1,0.32,9,6
Saia,Outono,93.98,10,0,0.63,25,17
Vestido,Outono,77.77,0,1,0.33,21,30
Vestido,Inverno,105.32,20,1,0.29,9,24
Calças,Outono,94.9,20,0,0.56,53,54
Vestido,Outono,43.86,0,0,0.27,33,24
Vestido,Outono,66.88,0,0,0.53,33,40
Sweater,Outono,90.66,10,0,0.58,52,49
Vestido,Verão,70.14,50,0,0.51,89,126
Calças,Inverno,60.44,0,0,0.51,62,36
T-shirt,Inverno,95.91,0,1,0.25,26,14
Calças,Outono,118.11,0,1,0.59,60,54
Vestido,Inverno,21.33,0,0,0.27,1,21
Calças,Outono,92.05,0,1,0.51,67,68
Calças,Verão,123.7,10,0,0.41,38,42
Vestido,Primavera,98.03,20,0,0.35,91,85
Casaco,Verão,107.8,30,0,0.52,12,7
T-shirt,Outono,119.61,20,0,0.62,27,35
Calças,Primavera,37.12,10,0,0.33,59,45
Calças,Outono,25.05,0,0,0.54,50,54
Saia,Verão,116.49,0,0,0.62,86,63
Casaco,Primavera,149.18,10,0,0.42,20,20
Saia,Primavera,101.68,0,1,0.39,44,60
T-shirt,Verão,123.11,50,1,0.44,89,122
Sweater,Inverno,133.99,20,0,0.54,48,67
Casaco,Outono,62.49,10,0,0.63,57,57
Calças,Inverno,55.54,10,0,0.39,60,54
Sweater,Verão,35.43,10,1,0.51,6,4
T-shirt,Inverno,147.76,0,0,0.37,22,6
Calças,Verão,106.11,10,0,0.59,44,29
Casaco,Outono,65.79,0,0,0.58,32,47
Casaco,Primavera,48.27,0,0,0.49,26,11
Vestido,Primavera,83.05,10,0,0.52,77,67
Sweater,Primavera,76.11,10,1,0.53,15,23
Saia,Verão,73.97,50,0,0.53,72,92
Calças,Verão,133.39,0,0,0.64,48,24
Sweater,Inverno,78.6,0,0,0.5,82,69
T-shirt,Outono,136.2,10,0,0.27,42,39
Saia,Inverno,121.29,0,0,0.34,20,2
Saia,Verão,91.2,10,0,0.44,62,61
Vestido,Verão,89.79,0,1,0.23,104,88
Sweater,Outono,135.29,50,0,0.33,41,77
T-shirt,Primavera,15.49,20,0,0.53,69,61
Calças,Primavera,82.34,0,1,0.65,59,62
Calças,Outono,19.6,10,0,0.31,65,53
Calças,Inverno,74.75,50,0,0.44,37,68
T-shirt,Verão,105.51,20,0,0.32,106,95
Saia,Outono,108.17,30,0,0.31,9,20
Sweater,Verão,46.66,10,1,0.51,16,17
Casaco,Inverno,55.47,20,1,0.4,54,109
Vestido,Inverno,122.7,10,0,0.61,1,11
Casaco,Outono,72.86,0,0,0.41,50,63
Sweater,Primavera,81.09,30,0,0.51,22,29
T-shirt,Primavera,96.94,20,0,0.53,56,51
Saia,Verão,23.08,20,0,0.29,78,86
Saia,Outono,134.26,0,1,0.29,38,32
Calças,Verão,50.67,10,0,0.55,39,36
Vestido,Outono,46.79,0,0,0.22,45,21
Saia,Primavera,128.55,10,0,0.3,51,37
T-shirt,Verão,106.16,10,1,0.65,97,105
Calças,Verão,109.2,20,0,0.49,31,42
Vestido,Inverno,26.83,10,1,0.65,12,15
T-shirt,Primavera,92.87,10,0,0.53,63,52
Calças,Outono,138.06,0,0,0.3,49,40
Saia,Outono,96.09,0,0,0.44,31,18
Saia,Verão,60.49,10,1,0.39,51,90
Calças,Inverno,44.82,20,0,0.65,43,56
Calças,Primavera,41.66,30,0,0.35,40,59
Vestido,Primavera,44.98,0,1,0.55,70,75
Casaco,Verão,105.14,0,0,0.32,5,1
T-shirt,Primavera,71.36,0,0,0.58,55,45
Vestido,Verão,20.08,10,0,0.24,84,94
Casaco,Primavera,40.06,30,1,0.25,6,40
Casaco,Verão,143.22,10,1,0.5,9,22
T-shirt,Verão,50.54,10,0,0.64,110,84
Vestido,Outono,28.17,0,0,0.29,20,18
T-shirt,Inverno,149.63,20,0,0.52,20,20
Casaco,Primavera,58.08,0,0,0.55,14,19
Casaco,Verão,125.98,10,1,0.57,5,7
Vestido,Verão,121.86,50,1,0.41,85,115
Calças,Primavera,14.09,10,1,0.25,56,64
T-shirt,Outono,79.92,20,0,0.47,56,52
Vestido,Inverno,142.87,0,0,0.24,25,11
Calças,Primavera,99.78,0,1,0.3,44,51
Vestido,Primavera,58.6,0,1,0.59,67,76
Vestido,Inverno,120.81,20,0,0.26,33,21
Saia,Verão,100.14,20,0,0.28,57,67
Saia,Inverno,61.34,0,0,0.52,1,2
Casaco,Primavera,108.95,30,0,0.52,6,19
Calças,Primavera,94.21,0,0,0.38,43,42
Saia,Inverno,60.42,0,1,0.22,17,12
Saia,Inverno,109.13,0,1,0.36,6,11
Calças,Inverno,113.71,20,1,0.34,60,60
Casaco,Inverno,55.95,10,0,0.64,84,83
Vestido,Primavera,76.38,0,0,0.54,86,50
Calças,Primavera,26.03,0,0,0.22,41,42
Saia,Verão,105.04,0,0,0.46,43,56
Calças,Inverno,78.2,0,0,0.39,45,43
Saia,Inverno,140.95,10,0,0.26,1,10
T-shirt,Outono,61.81,20,0,0.41,54,42
Casaco,Verão,67.47,10,1,0.5,11,2
Calças,Outono,55.17,50,0,0.61,55,65
Sweater,Primavera,25.6,10,0,0.54,15,20
Saia,Outono,132.25,10,0,0.45,33,18
T-shirt,Verão,85.68,0,0,0.63,79,79
Calças,Verão,75.42,30,0,0.59,42,45
Calças,Inverno,78.02,10,0,0.31,42,45
Casaco,Outono,145.63,20,0,0.64,63,49
T-shirt,Outono,110.38,0,0,0.27,56,44
Calças,Inverno,50.99,10,0,0.27,53,50
Vestido,Outono,102.42,10,0,0.38,33,42
Casaco,Primavera,143.8,10,1,0.44,21,18
Casaco,Inverno,118.48,10,0,0.38,66,72
Calças,Outono,31.65,0,0,0.28,47,49
T-shirt,Primavera,101.85,10,1,0.28,58,75
Saia,Outono,64.65,10,0,0.58,1,18
Calças,Primavera,134.25,50,0,0.38,64,56
Sweater,Verão,100.55,0,1,0.63,14,10
Casaco,Inverno,140.92,10,1,0.49,81,92
Calças,Inverno,130.76,0,0,0.42,64,44
Saia,Outono,102.07,50,1,0.23,16,44
Saia,Primavera,78.58,10,0,0.23,57,59
Vestido,Outono,17.21,10,0,0.29,51,34
Calças,Verão,68.36,20,0,0.35,32,42
Calças,Primavera,146.45,20,1,0.46,57,59
Saia,Verão,74.25,0,0,0.3,71,66
Calças,Inverno,106.87,0,0,0.61,34,37
T-shirt,Primavera,18.09,0,1,0.41,57,74
Saia,Verão,146.4,0,0,0.44,90,54
Vestido,Inverno,127.65,30,1,0.61,22,27
Saia,Inverno,21.16,10,0,0.37,29,26
Casaco,Inverno,123.4,20,1,0.39,82,100
Calças,Primavera,134.62,0,1,0.54,42,59
Calças,Inverno,90.01,10,0,0.44,56,49
Calças,Outono,51.31,30,0,0.35,74,74
Sweater,Verão,131.76,20,0,0.63,23,2
Calças,Verão,147.56,10,1,0.34,34,42
Calças,Outono,48.23,0,0,0.25,58,50
Vestido,Outono,121.54,10,0,0.38,33,29
Vestido,Primavera,74.24,20,1,0.31,72,95
Saia,Primavera,11.78,0,0,0.46,58,52
Sweater,Primavera,68.0,0,0,0.31,17,24
Sweater,Verão,58.73,10,0,0.32,11,4
Sweater,Primavera,97.5,20,0,0.21,21,27
Sweater,Primavera,38.71,10,0,0.56,25,31
Casaco,Outono,34.88,10,0,0.49,53,51
T-shirt,Outono,86.28,50,0,0.64,35,45
T-shirt,Outono,73.41,0,0,0.64,40,36
Calças,Outono,50.07,30,0,0.41,65,65
Saia,Primavera,62.83,20,0,0.38,50,60
Saia,Inverno,122.0,10,1,0.32,2,16
Casaco,Verão,112.03,10,0,0.48,20,11
Saia,Inverno,115.22,20,1,0.43,21,9
Casaco,Inverno,57.38,10,1,0.23,99,97
T-shirt,Verão,29.35,30,0,0.26,101,110
T-shirt,Outono,47.49,0,1,0.48,51,48
Sweater,Outono,69.98,0,0,0.34,58,50
Saia,Outono,10.57,0,0,0.39,23,31
Sweater,Verão,86.96,0,0,0.54,12,10
Vestido,Verão,76.97,20,1,0.37,106,97
T-shirt,Verão,141.35,20,0,0.3,71,99
Sweater,Inverno,76.13,10,0,0.61,54,73
Sweater,Outono,142.79,0,0,0.3,52,48
Sweater,Inverno,68.49,10,1,0.25,74,99
Calças,Outono,128.36,20,0,0.52,60,62
Casaco,Outono,53.36,0,0,0.42,77,35
T-shirt,Verão,91.17,0,0,0.3,95,101
Casaco,Primavera,112.78,20,0,0.23,10,29
Saia,Primavera,14.79,20,1,0.5,61,77
Calças,Outono,16.5,0,0,0.34,58,59
Vestido,Verão,21.18,20,1,0.34,85,112
Saia,Verão,56.16,10,0,0.41,83,67
Vestido,Outono,122.98,0,0,0.56,34,27
Vestido,Verão,61.99,30,1,0.4,76,124
Sweater,Outono,105.69,10,0,0.51,54,58
Casaco,Inverno,94.0,0,1,0.39,78,85
Vestido,Primavera,94.95,20,0,0.64,75,66
Sweater,Outono,21.97,20,0,0.2,56,65
Sweater,Outono,56.17,0,0,0.43,50,50
Calças,Verão,58.67,0,0,0.24,44,35
